mean_loss,epsilon
1.51949227225,0.9999181
0.804254457924,0.9998875
0.951986111967,0.9998641
1.09929293455,0.9997993
0.922424199373,0.9997768
1.2311486284,0.9997552
1.04785222119,0.9997273
1.51113737971,0.9997075
1.46784203353,0.9996598
0.587184227585,0.9996382
1.01827647509,0.9995734
0.910567777724,0.9995491
0.950237174246,0.9995275
1.00748135537,0.9994771
1.01798503856,0.9994564
1.16682021798,0.9993457
0.600458294449,0.9993232
1.38583969543,0.9992926
0.598478496169,0.999271
0.731367171455,0.9992458
0.869823164406,0.9991837
1.26164361342,0.999163
0.492135737464,0.9991414
1.26948418706,0.9991171
1.0145758665,0.9990901
0.674427613068,0.9990703
0.784039527707,0.9990487
1.1486068314,0.9990262
1.4894042989,0.9989992
0.665729883431,0.9989749
1.07752074331,0.9988417
0.542652947921,0.998821
0.777958498384,0.9988003
1.1283745783,0.9987778
1.31166367823,0.998758
1.22930427938,0.9987355
0.863675144564,0.9987157
1.24005187548,0.9986923
1.51044580584,0.9986635
1.10464867965,0.998641
0.551968195234,0.9986212
0.731764809992,0.9985717
0.781369706325,0.998497
0.926905018166,0.9984457
1.26336131079,0.998425
1.11204331628,0.9983989
0.966169311622,0.9983719
1.38026883924,0.9983044
0.742226057551,0.9982828
1.29238592748,0.9982612
1.2585056803,0.9982243
1.30307667503,0.9982027
0.993886751647,0.9981406
0.829913117547,0.998119
0.595879363864,0.9980974
1.11316438825,0.9980335
0.94685269961,0.9979255
0.957217168345,0.9978994
1.0500907834,0.9978058
1.1047107547,0.9977824
1.04182152111,0.997759
0.628073221492,0.997669
1.13879293539,0.9976465
0.953292621648,0.9975961
0.968181667717,0.9975745
1.65423782066,0.9975511
0.863706383437,0.9975277
0.484351389496,0.9975034
1.50308199071,0.997435
0.752832155675,0.9974152
1.24733839,0.9973918
1.19161180793,0.9973675
0.693384226806,0.9973477
0.89460911263,0.9973252
1.13399791361,0.9973027
0.705377152232,0.9972487
0.55767970567,0.997228
0.910047461094,0.9972001
0.71998618561,0.9971731
0.884173245932,0.9971533
1.5368860883,0.9971209
0.613566375256,0.9970984
0.79799289678,0.9970354
0.412653348154,0.9970102
0.948647905249,0.9969814
1.26706204071,0.9969589
1.20431757383,0.9968914
0.792285116172,0.9968446
1.34682488195,0.9968194
0.811693079847,0.9967942
1.23712551153,0.9967717
1.54567942769,0.9967501
1.36352901553,0.9967303
1.14268915293,0.996706
0.797023714838,0.9966862
1.51015340637,0.9966574
0.958953322509,0.9966313
0.544002665451,0.996607
1.04077631292,0.9965854
1.24523676704,0.9965215
1.80442631769,0.9964981
0.689618071928,0.9964684
1.11410975491,0.9964009
1.42700961073,0.9963784
1.23684601138,0.996355
1.53680912331,0.9963298
1.0517039324,0.9963046
1.46349181325,0.9962848
0.882412833491,0.9962632
1.05439699811,0.9962416
0.658023379733,0.9962155
1.61447531622,0.9961912
1.46717101185,0.9961669
1.38293477147,0.9961417
0.763338766051,0.9961201
0.529239295746,0.9960976
1.23827149027,0.9960742
0.468299017139,0.9960517
1.17076839806,0.996004
0.693801388571,0.9959779
1.77113484432,0.9959581
1.00897744013,0.995869
0.618153803674,0.9958465
0.87598669612,0.995824
0.674677925337,0.9958006
0.725815900684,0.9957808
1.56392798194,0.9957565
1.27885537553,0.9957331
1.38733123742,0.9957115
0.801064206916,0.9956899
1.64904470181,0.995662
1.41778567748,0.9956359
1.00988028826,0.9956098
0.522647582474,0.9955855
0.247853750701,0.995563
0.896874291058,0.9955369
1.1494614368,0.9955108
1.28500761045,0.9954892
0.705669050859,0.9954658
0.524490773758,0.9954442
0.392480804085,0.9954208
1.45137090742,0.9953992
0.91656725532,0.9953758
1.21319574528,0.9953542
0.978113099874,0.9953344
0.880270014763,0.9953074
0.568782744112,0.9952876
0.436397426731,0.9952624
0.864761247382,0.9952408
1.15197372852,0.995131
0.826548858626,0.9951085
0.834382057418,0.9950833
1.2188342633,0.9950635
1.49879076884,0.9950365
1.47891520709,0.9950167
1.18128682033,0.9949924
1.35080759978,0.9949258
0.65502890465,0.9949033
1.13469348415,0.9948799
1.24274892058,0.9948529
0.630135029732,0.9948304
0.962300637485,0.9948061
1.42389493018,0.9947863
1.37234626424,0.9947629
0.944112971465,0.9947404
1.32070251133,0.9947179
1.28477233851,0.9946909
1.46742440627,0.9946684
1.37031586629,0.9946468
0.898796363475,0.994627
0.796057884893,0.9946009
0.849111708127,0.9945739
0.449855908618,0.9945496
0.488403606201,0.9945217
1.11018013944,0.9944983
1.01206163908,0.9944722
0.672826548355,0.9944506
0.37955174876,0.9944272
0.785661576707,0.9944056
0.933114165532,0.994384
1.43842558148,0.9943642
0.708610362069,0.9942994
0.436104899569,0.9942769
1.35677058632,0.9942553
1.13595872139,0.994231
0.513293083914,0.9941959
1.11113253918,0.9941725
0.99879602895,0.9941446
1.3999434601,0.994123
0.830453553421,0.994096
0.670684364205,0.9940708
1.40027038866,0.9940483
0.879534301328,0.9939385
1.40972717519,0.993916
0.65131688419,0.9938917
1.08629650483,0.9938665
0.804253054279,0.993817
0.554540843935,0.9937711
0.67300908388,0.9937459
0.946687456556,0.9936559
0.567098508926,0.9936307
1.33195486595,0.9936109
0.447166697575,0.9935839
0.7506193578,0.9935614
1.30909572651,0.9935416
0.797080659815,0.9935173
0.572744487437,0.9934939
1.30863618873,0.9934651
0.752581829305,0.9934426
0.621544623187,0.9933805
1.64194864263,0.9933589
0.820640659682,0.9933373
0.283925647637,0.9933139
0.735537204759,0.9932149
